state,party,finance.better,child.indep,child.curio,child.obed,child.consid,women.favors,women.comp,women.hire,year,Religion,President
18,1,5,5,5,1,5,5,5,2,2008,Protestant,Barack Obama
18,3,2,5,5,1,5,5,2,4,2008,Protestant,NA
18,5,2,3,5,1,5,5,2,2,2008,Protestant,NA
18,1,1,1,5,1,1,5,5,1,2008,Protestant,NA
18,1,1,1,1,1,1,5,5,4,2008,Protestant,NA
18,3,3,1,5,5,5,5,3,1,2008,NA,Barack Obama
18,1,5,5,5,1,5,5,4,2,2008,Protestant,Barack Obama
18,1,5,5,5,1,5,3,4,4,2008,Protestant,NA
18,3,4,5,5,5,5,4,2,2,2008,NA,NA
18,3,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
18,3,3,1,1,5,1,5,4,2,2008,Protestant,Barack Obama
18,1,4,3,5,1,3,3,4,3,2008,NA,NA
18,3,3,5,5,1,5,4,1,2,2008,Protestant,NA
18,2,1,5,5,1,1,2,4,3,2008,Protestant,John McCain
18,2,4,1,1,5,1,5,4,2,2008,Catholic,John McCain
18,2,5,5,5,1,5,4,1,3,2008,Protestant,John McCain
18,1,3,5,1,5,1,2,5,1,2008,NA,Barack Obama
18,1,3,5,5,1,5,2,3,2,2008,Protestant,NA
20,1,5,5,5,1,3,5,2,1,2008,Protestant,NA
20,3,4,5,5,1,3,3,2,2,2008,Protestant,NA
20,3,4,5,5,5,1,3,3,2,2008,NA,Barack Obama
20,2,4,3,3,3,3,3,2,2,2008,Protestant,John McCain
20,5,3,1,5,7,5,3,4,3,2008,NA,NA
20,1,3,5,5,1,5,4,2,4,2008,NA,NA
20,1,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
20,3,4,3,3,3,5,5,1,1,2008,NA,NA
20,3,4,5,5,1,5,3,2,2,2008,Protestant,NA
20,3,4,5,5,5,1,3,2,2,2008,Protestant,NA
20,5,5,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
20,3,4,5,5,1,1,5,4,1,2008,Protestant,NA
20,2,4,5,5,1,1,2,2,2,2008,Protestant,John McCain
20,3,5,5,5,5,5,3,4,2,2008,Protestant,John McCain
20,4,4,5,3,3,5,2,4,3,2008,Protestant,John McCain
20,2,4,5,5,1,1,2,1,2,2008,Protestant,John McCain
20,2,4,5,5,1,1,2,4,2,2008,Protestant,John McCain
20,3,4,5,5,1,5,5,3,2,2008,Protestant,Barack Obama
20,3,5,1,1,5,1,4,4,2,2008,Protestant,John McCain
20,2,1,5,1,1,1,2,4,4,2008,Protestant,John McCain
20,1,4,5,1,5,1,2,3,2,2008,Catholic,Barack Obama
20,2,1,5,1,5,1,4,3,2,2008,Protestant,NA
20,5,5,5,5,1,1,3,5,1,2008,Other Religion,NA
20,3,4,5,5,5,1,5,3,3,2008,NA,Barack Obama
20,1,2,5,5,5,5,5,5,3,2008,Protestant,Barack Obama
20,2,2,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
20,1,4,3,3,3,3,5,4,1,2008,Other Religion,Barack Obama
20,2,1,5,5,1,1,4,4,2,2008,Protestant,John McCain
22,3,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
22,3,2,1,5,1,5,3,5,5,2008,Protestant,Barack Obama
22,1,2,5,5,1,5,3,2,1,2008,Protestant,Barack Obama
22,1,2,5,5,1,1,4,4,3,2008,Protestant,Barack Obama
22,1,2,5,5,1,5,4,3,1,2008,Protestant,Barack Obama
22,1,1,3,3,1,5,2,1,1,2008,Protestant,Barack Obama
22,1,2,5,5,1,1,3,1,1,2008,Protestant,Barack Obama
22,1,2,5,5,1,5,1,2,2,2008,Protestant,Barack Obama
22,1,1,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
22,1,4,5,5,1,5,2,3,1,2008,Protestant,Barack Obama
22,5,5,5,5,1,5,5,3,5,2008,Protestant,Barack Obama
22,1,2,5,5,1,5,2,4,2,2008,Protestant,Barack Obama
22,1,5,5,5,1,5,1,5,2,2008,Protestant,Barack Obama
22,1,2,3,5,1,3,3,3,2,2008,Protestant,Barack Obama
22,1,3,5,1,1,1,5,5,5,2008,Protestant,Barack Obama
22,3,4,5,5,1,5,5,4,1,2008,Protestant,Barack Obama
22,1,2,5,5,1,1,3,4,1,2008,Protestant,Barack Obama
22,1,5,1,5,1,3,2,4,2,2008,Protestant,Barack Obama
22,1,2,5,5,1,5,2,1,1,2008,Protestant,NA
22,1,5,5,5,1,5,5,1,1,2008,Protestant,Barack Obama
22,3,2,5,5,1,1,4,1,2,2008,NA,NA
22,1,4,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
22,1,2,5,5,1,5,5,5,2,2008,Protestant,Barack Obama
22,1,4,5,5,1,3,5,5,5,2008,Catholic,Barack Obama
22,1,4,5,5,1,5,3,4,2,2008,Protestant,Barack Obama
22,1,5,5,5,1,1,5,1,1,2008,Protestant,Barack Obama
22,1,5,1,5,1,5,1,1,1,2008,Protestant,Barack Obama
22,1,1,5,5,1,3,3,1,2,2008,Protestant,NA
22,1,1,5,5,1,1,5,4,2,2008,Protestant,Barack Obama
22,1,5,5,5,1,1,2,2,5,2008,Protestant,NA
22,1,1,5,5,1,3,3,2,1,2008,Catholic,Barack Obama
22,3,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
22,1,2,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
22,1,4,5,5,1,5,5,5,5,2008,NA,Barack Obama
22,NA,4,5,5,1,5,3,4,1,2008,Protestant,Barack Obama
22,3,1,5,5,1,5,5,5,2,2008,Protestant,Barack Obama
22,1,2,5,5,1,3,1,4,1,2008,Protestant,Barack Obama
22,3,5,5,5,1,5,5,5,1,2008,NA,NA
22,1,2,5,5,1,5,5,2,1,2008,Protestant,Barack Obama
22,3,4,5,5,1,5,2,1,2,2008,Protestant,NA
22,1,1,1,1,5,1,5,5,2,2008,Protestant,Barack Obama
22,3,2,5,5,5,1,1,3,3,2008,Protestant,NA
22,1,2,3,3,3,3,5,5,2,2008,Protestant,NA
22,1,1,5,5,1,1,1,5,1,2008,Protestant,Barack Obama
22,3,4,5,5,1,5,5,5,1,2008,Protestant,Barack Obama
22,1,2,5,5,1,5,4,5,1,2008,Protestant,Barack Obama
22,3,2,3,5,1,3,3,2,1,2008,Protestant,Barack Obama
22,1,2,5,5,1,1,2,2,1,2008,Protestant,Barack Obama
22,1,5,5,5,5,5,3,3,3,2008,Protestant,Barack Obama
22,1,3,1,5,3,5,4,4,1,2008,Protestant,Barack Obama
22,3,2,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
22,NA,2,5,5,1,3,3,3,2,2008,Protestant,NA
22,3,1,5,5,1,5,2,3,2,2008,Catholic,NA
22,1,4,1,5,1,5,3,5,1,2008,Protestant,Barack Obama
22,3,2,5,5,1,5,4,4,4,2008,Catholic,NA
22,3,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
22,1,4,5,5,1,5,2,4,1,2008,Protestant,Barack Obama
22,3,2,5,5,5,1,3,3,3,2008,Protestant,John McCain
22,1,5,5,5,5,1,3,3,2,2008,Protestant,John McCain
22,2,2,5,5,1,1,4,4,3,2008,Protestant,John McCain
22,1,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
22,2,3,5,5,5,1,2,4,2,2008,Protestant,John McCain
22,1,5,5,5,1,1,5,4,2,2008,Catholic,Barack Obama
22,3,4,5,5,1,1,4,4,3,2008,NA,NA
22,3,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
22,1,4,3,3,3,3,1,1,1,2008,Protestant,Barack Obama
22,NA,5,5,5,1,5,2,2,2,2008,Protestant,John McCain
22,1,3,5,5,1,3,5,2,1,2008,Protestant,Barack Obama
22,3,1,5,5,5,1,5,3,3,2008,Protestant,John McCain
22,1,5,5,1,1,5,2,2,1,2008,Protestant,NA
22,5,4,5,5,5,3,3,4,2,2008,Catholic,NA
22,2,3,5,5,1,5,3,4,4,2008,Protestant,John McCain
22,2,5,3,5,5,5,5,2,1,2008,Protestant,John McCain
22,3,3,1,5,5,1,4,1,1,2008,Protestant,NA
22,3,4,5,5,1,1,2,3,1,2008,Protestant,John McCain
22,2,1,5,5,1,5,1,2,3,2008,Protestant,John McCain
22,2,2,5,5,1,5,3,5,2,2008,Protestant,John McCain
22,1,4,5,5,1,5,3,4,3,2008,NA,John McCain
22,1,1,5,5,1,5,5,2,2,2008,Protestant,Other
22,2,2,5,5,1,5,2,2,1,2008,Protestant,NA
22,2,3,5,5,1,5,1,2,3,2008,Protestant,NA
22,1,3,5,5,1,1,4,3,2,2008,Protestant,John McCain
22,3,5,5,5,1,5,2,3,1,2008,Protestant,NA
25,3,4,5,5,1,5,2,4,3,2008,NA,John McCain
25,3,5,5,5,1,5,2,2,2,2008,Protestant,Barack Obama
25,1,4,5,5,3,3,1,2,2,2008,Catholic,Barack Obama
25,3,5,5,5,5,1,3,3,3,2008,NA,Barack Obama
25,1,4,3,3,1,1,5,5,2,2008,Protestant,Barack Obama
25,3,1,5,5,1,5,3,2,2,2008,Catholic,NA
25,3,4,5,5,1,1,3,2,2,2008,Catholic,Barack Obama
25,3,2,1,5,5,5,2,3,2,2008,Protestant,NA
25,1,2,5,5,5,5,3,4,4,2008,Protestant,Barack Obama
25,1,4,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
25,2,2,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
25,3,5,3,3,3,1,5,5,1,2008,Protestant,John McCain
25,2,4,5,1,5,5,1,5,4,2008,Protestant,NA
25,2,4,3,5,3,3,5,5,5,2008,Catholic,John McCain
25,1,3,1,1,1,1,5,4,1,2008,NA,Barack Obama
25,3,3,1,1,5,1,5,5,2,2008,NA,Barack Obama
25,3,5,1,1,5,1,5,5,2,2008,NA,Barack Obama
25,1,5,5,1,5,1,5,5,2,2008,Jewish,Barack Obama
25,1,4,1,1,5,1,5,4,2,2008,Catholic,Barack Obama
25,1,3,1,1,5,1,5,4,3,2008,Protestant,Barack Obama
25,2,4,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
25,3,2,1,1,5,1,4,2,2,2008,Catholic,John McCain
26,5,4,5,5,1,5,3,4,4,2008,NA,Barack Obama
26,3,4,5,1,5,1,5,4,2,2008,Protestant,Barack Obama
26,1,4,1,5,5,1,5,5,2,2008,Protestant,Barack Obama
26,2,1,1,1,1,1,2,3,4,2008,Protestant,John McCain
26,2,2,5,1,1,1,4,2,2,2008,Protestant,John McCain
26,3,5,5,1,5,5,3,2,2,2008,Protestant,NA
26,2,3,5,3,1,1,5,2,1,2008,Protestant,Barack Obama
26,2,2,5,3,1,1,5,5,2,2008,Protestant,John McCain
26,5,4,1,5,5,5,5,3,3,2008,Protestant,John McCain
26,3,5,5,5,5,1,2,4,2,2008,NA,John McCain
26,5,4,5,5,1,1,4,3,2,2008,Catholic,Barack Obama
26,3,5,5,5,5,1,5,4,2,2008,Protestant,Barack Obama
26,1,4,5,5,1,5,4,3,3,2008,NA,NA
26,1,5,5,5,5,1,5,4,1,2008,Protestant,Barack Obama
26,2,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
26,1,NA,5,5,5,5,3,1,2,2008,Protestant,Barack Obama
26,5,1,5,5,1,5,3,1,1,2008,Protestant,Barack Obama
26,1,4,5,5,1,1,3,4,4,2008,Protestant,Barack Obama
26,NA,2,1,5,1,5,1,2,1,2008,Protestant,Barack Obama
26,NA,5,5,5,1,1,1,1,1,2008,Protestant,NA
26,3,2,5,5,3,3,3,1,3,2008,Protestant,Barack Obama
26,3,1,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
26,1,2,5,1,1,1,4,4,2,2008,Protestant,Barack Obama
26,1,5,3,3,3,3,5,5,1,2008,Protestant,Barack Obama
26,3,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
26,1,4,5,1,1,1,5,5,1,2008,Protestant,Barack Obama
26,1,5,5,5,5,5,1,5,1,2008,Protestant,Barack Obama
26,4,2,5,5,1,1,5,5,2,2008,Protestant,Barack Obama
26,5,5,1,1,1,5,5,5,1,2008,Protestant,Barack Obama
26,1,5,5,5,5,5,1,1,5,2008,NA,Barack Obama
26,1,2,5,1,1,5,1,3,1,2008,NA,Barack Obama
26,1,5,5,5,1,5,5,3,2,2008,Protestant,Barack Obama
26,1,4,5,5,5,1,5,5,1,2008,Protestant,Barack Obama
26,1,5,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
26,1,5,5,5,1,5,4,3,2,2008,Protestant,Barack Obama
26,1,4,1,1,1,1,5,5,1,2008,Protestant,Barack Obama
26,1,3,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
26,1,1,5,5,5,3,2,2,1,2008,Protestant,Barack Obama
26,1,4,5,5,1,1,5,5,1,2008,Protestant,Barack Obama
26,1,3,5,5,1,5,4,4,1,2008,Catholic,Barack Obama
26,3,4,5,5,1,5,5,5,2,2008,Protestant,John McCain
26,1,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
26,1,2,5,5,1,5,1,2,1,2008,Protestant,Barack Obama
26,3,3,5,5,1,5,2,1,2,2008,Protestant,Barack Obama
26,1,4,5,5,1,5,2,3,2,2008,Protestant,Barack Obama
26,1,5,5,5,1,1,5,1,5,2008,Protestant,Barack Obama
26,1,3,5,5,1,1,1,2,1,2008,Protestant,Barack Obama
26,3,1,1,5,1,5,1,1,2,2008,Catholic,Barack Obama
26,1,3,5,5,1,5,2,5,2,2008,NA,Barack Obama
26,1,4,5,5,1,5,2,4,5,2008,Protestant,Barack Obama
26,3,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
26,1,4,5,5,1,5,2,4,1,2008,Protestant,Barack Obama
26,3,2,5,5,1,5,3,2,3,2008,Protestant,Barack Obama
26,3,2,5,5,1,5,5,2,1,2008,Catholic,Barack Obama
26,1,2,5,5,1,5,4,3,2,2008,Protestant,Barack Obama
26,1,2,3,5,5,1,5,5,2,2008,Protestant,Barack Obama
26,1,2,5,5,1,5,4,2,2,2008,Protestant,Barack Obama
26,1,1,5,5,1,1,3,3,2,2008,Catholic,NA
26,1,4,5,5,1,1,2,3,2,2008,Protestant,Barack Obama
26,NA,5,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
26,1,2,5,5,1,5,5,5,1,2008,Protestant,NA
26,1,4,5,5,5,1,4,4,3,2008,Protestant,Barack Obama
26,3,2,5,5,1,5,1,1,1,2008,Protestant,Barack Obama
26,3,4,5,5,1,5,3,2,2,2008,Protestant,Other
26,1,4,5,5,1,5,4,4,3,2008,Protestant,Barack Obama
26,3,3,5,5,1,1,2,3,1,2008,Protestant,Barack Obama
26,1,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
26,3,4,3,3,1,5,2,2,1,2008,NA,Barack Obama
26,1,2,NA,5,1,5,3,5,1,2008,Protestant,Barack Obama
26,1,5,5,5,1,5,5,5,1,2008,NA,Barack Obama
26,1,3,5,5,1,5,4,3,2,2008,Protestant,Barack Obama
26,1,5,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
26,1,3,5,1,1,5,5,2,4,2008,Protestant,Barack Obama
26,3,1,5,5,1,1,5,5,1,2008,Protestant,Barack Obama
26,1,5,5,3,3,3,5,4,5,2008,Protestant,Barack Obama
26,1,4,5,5,5,5,5,2,1,2008,NA,Barack Obama
26,1,4,1,1,5,1,5,4,2,2008,Protestant,Barack Obama
26,1,3,5,5,1,5,5,5,2,2008,Protestant,Barack Obama
26,1,3,5,5,1,5,5,4,1,2008,Protestant,Barack Obama
26,1,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
26,1,5,5,5,1,5,5,4,5,2008,Protestant,Barack Obama
26,1,5,5,5,1,5,5,5,1,2008,Protestant,Barack Obama
26,1,5,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
26,1,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
26,1,4,5,5,1,5,3,5,2,2008,Protestant,Barack Obama
26,1,3,5,5,1,1,2,1,1,2008,Protestant,Barack Obama
26,1,4,5,1,5,1,4,5,1,2008,Protestant,Barack Obama
26,1,4,5,1,3,1,4,5,1,2008,Protestant,Barack Obama
26,3,5,5,5,5,5,2,5,3,2008,Protestant,Barack Obama
26,1,4,5,5,1,3,5,5,1,2008,Protestant,Barack Obama
26,2,2,5,5,1,5,5,5,1,2008,Protestant,Other
26,1,4,5,5,1,5,2,2,1,2008,Other Religion,Barack Obama
26,3,2,5,5,5,1,5,5,1,2008,NA,Barack Obama
26,3,3,5,1,5,1,3,2,2,2008,NA,Barack Obama
26,1,4,5,5,1,1,1,5,1,2008,Protestant,Barack Obama
26,3,4,5,5,5,1,3,3,2,2008,NA,NA
26,2,2,1,5,1,5,2,3,3,2008,NA,Barack Obama
26,3,3,1,5,5,5,2,5,3,2008,Catholic,Barack Obama
26,3,1,5,5,1,5,5,4,3,2008,Protestant,Barack Obama
26,1,4,3,3,3,3,4,4,2,2008,Catholic,John McCain
26,1,5,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
26,1,4,5,5,1,5,5,5,2,2008,NA,Barack Obama
26,5,2,5,3,1,3,4,4,2,2008,Protestant,Barack Obama
26,1,4,5,5,3,3,3,2,1,2008,Protestant,NA
26,5,5,3,5,1,1,3,4,1,2008,NA,NA
26,1,5,1,5,1,1,2,3,1,2008,Protestant,NA
26,1,4,5,5,5,1,1,4,1,2008,Protestant,Barack Obama
26,3,3,3,3,3,3,2,2,1,2008,Protestant,NA
26,1,3,5,5,5,1,3,2,2,2008,NA,Barack Obama
26,3,1,5,5,1,1,5,4,2,2008,NA,John McCain
26,3,2,5,1,1,1,3,3,2,2008,Catholic,NA
26,1,1,5,5,1,5,1,5,2,2008,Protestant,NA
26,1,4,5,5,5,1,4,5,2,2008,Protestant,Barack Obama
26,1,4,5,5,1,5,5,4,1,2008,Protestant,Barack Obama
27,5,1,5,1,1,1,3,3,4,2008,Protestant,NA
27,3,3,5,1,1,1,2,4,4,2008,Protestant,NA
27,5,4,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
27,3,5,5,1,5,1,5,4,2,2008,NA,Barack Obama
27,1,2,1,1,5,1,4,5,2,2008,Protestant,Barack Obama
27,1,5,1,1,5,1,5,5,4,2008,Catholic,Barack Obama
27,1,2,5,5,1,1,5,5,5,2008,Catholic,Barack Obama
27,3,4,5,5,1,5,3,2,4,2008,Protestant,John McCain
27,3,4,5,5,1,5,5,4,3,2008,NA,NA
27,1,3,5,1,5,1,5,4,2,2008,Catholic,Barack Obama
27,3,5,1,1,5,1,5,5,1,2008,NA,Barack Obama
27,1,5,5,3,3,3,2,1,1,2008,NA,NA
27,3,5,5,5,5,5,1,5,3,2008,Protestant,John McCain
27,3,4,5,5,5,1,4,4,2,2008,Protestant,John McCain
27,3,2,1,1,5,5,5,5,4,2008,Protestant,Barack Obama
27,3,2,5,5,1,1,4,5,3,2008,Protestant,Other
27,3,4,5,1,5,1,4,5,2,2008,Catholic,Barack Obama
27,3,4,5,5,5,1,5,4,1,2008,Catholic,Barack Obama
27,1,1,5,5,1,5,4,3,2,2008,Protestant,Barack Obama
27,3,2,5,5,5,1,5,4,2,2008,Catholic,Barack Obama
27,2,4,3,1,5,1,3,3,4,2008,Protestant,John McCain
27,2,3,5,5,1,5,3,1,4,2008,Catholic,John McCain
27,3,2,5,5,1,1,5,2,3,2008,Protestant,John McCain
27,2,2,5,5,1,5,5,5,2,2008,Catholic,John McCain
27,1,2,5,1,5,1,4,5,1,2008,Catholic,Barack Obama
28,1,3,3,5,1,5,4,1,2,2008,Protestant,John McCain
28,2,2,5,5,5,1,3,5,2,2008,Protestant,John McCain
28,2,3,5,5,1,1,2,2,4,2008,Protestant,John McCain
28,2,2,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
28,2,4,5,5,5,1,3,3,4,2008,Protestant,John McCain
28,2,3,5,3,5,1,4,3,2,2008,Protestant,John McCain
28,2,2,5,5,1,1,2,4,3,2008,Protestant,John McCain
28,2,3,5,5,1,5,2,3,3,2008,Protestant,John McCain
28,1,5,5,5,1,5,3,2,1,2008,Protestant,Barack Obama
28,1,4,1,5,1,1,3,2,2,2008,Protestant,John McCain
28,3,4,5,1,1,5,5,2,3,2008,Protestant,John McCain
28,1,2,5,5,1,5,5,5,1,2008,Protestant,Barack Obama
28,1,4,5,5,1,5,1,2,2,2008,Protestant,Barack Obama
28,3,4,1,5,5,1,5,5,1,2008,Protestant,Barack Obama
28,1,4,5,5,1,3,5,5,1,2008,Protestant,Barack Obama
28,1,5,5,5,1,5,3,3,3,2008,NA,NA
28,1,5,3,5,3,3,3,4,2,2008,Protestant,Barack Obama
28,3,4,5,5,1,1,5,5,2,2008,Protestant,Barack Obama
28,3,4,5,5,1,3,4,4,2,2008,Protestant,Barack Obama
28,1,2,3,3,3,3,2,3,3,2008,Protestant,Barack Obama
28,1,2,5,5,1,1,5,2,1,2008,Protestant,Barack Obama
