party,state,score,year,child_score,women_score,foreign_score,rural_score,financial,absentee
Republican,north carolina,0.65875,2020,0.6666666666666666,0.51,0.625,1,0.5,NA
Independent,kansas,0.253846153846154,2020,0,0.3175,0.25,0.51,0,NA
Independent,NA,0.62,2020,0.75,0.59,0.5,0.5666666666666667,0.5,NA
NA,alabama,0.579230769230769,2020,0.75,0.585,0.5,0.39666666666666667,0,NA
NA,missouri,0.416153846153846,2020,0,0.55,0.5,0.7366666666666667,0.5,NA
NA,NA,NA,2020,NA,NA,NA,NA,0.5,NA
Republican,south dakota,NA,2020,NA,NA,NA,NA,0,NA
NA,NA,0.633846153846154,2020,0.75,0.6125,0.375,0.68,0.25,NA
Independent,north carolina,0.388461538461538,2020,0.5,0.255,0.25,0.51,0.25,NA
Democrat,oklahoma,0.37,2020,0,0.40249999999999997,0.25,0.9,0.5,NA
NA,tennessee,0.607692307692308,2020,0.5,0.505,0.75,0.7933333333333333,0.75,NA
Independent,florida,0.592307692307692,2020,0.5,0.75,0.5,0.5666666666666667,0,NA
NA,virginia,0.446923076923077,2020,0.25,0.3775,0.375,0.85,0.5,NA
NA,ohio,0.575384615384615,2020,0.75,0.425,0.625,0.51,0.75,NA
NA,michigan,0.286153846153846,2020,0,0.38,0.25,0.5666666666666667,0.5,NA
NA,NA,0.651538461538462,2020,1,0.55,0.625,0.34,0.75,NA
NA,ohio,0.536923076923077,2020,0.5,0.5675,0.25,0.7366666666666667,0.5,NA
NA,montana,0.408461538461538,2020,0.25,0.38,0.375,0.68,0.5,NA
NA,wisconsin,0.234615384615385,2020,0,0.255,0.25,0.51,0.5,NA
NA,north dakota,0.298461538461538,2020,0,0.505,0.25,0.45333333333333337,0.75,NA
NA,texas,0.690769230769231,2020,0.75,0.675,0.875,0.51,0.25,NA
NA,illinois,0.465384615384615,2020,0.5,0.38,0.5,0.51,0.5,NA
NA,wisconsin,NA,2020,NA,NA,NA,NA,0.5,NA
NA,south carolina,0.394444444444444,2020,NA,0.3175,0.375,0.51,0.5,NA
Independent,new hampshire,0.593846153846154,2020,0.5,0.7125,0.5,0.6233333333333333,0.25,NA
NA,ohio,0.613076923076923,2020,0.75,0.4625,0.625,0.6233333333333333,0.5,NA
NA,minnesota,0.306153846153846,2020,0,0.255,0.375,0.7366666666666667,0.5,NA
Independent,NA,0.568461538461538,2020,0.75,0.46499999999999997,0.5,0.51,0.25,NA
NA,ohio,0.754615384615385,2020,1,0.63,0.625,0.68,0.25,NA
Independent,arkansas,0.543846153846154,2020,0.5,0.5275,0.375,0.7366666666666667,0.75,NA
Republican,new jersey,0.606153846153846,2020,0.75,0.375,0.5,0.7933333333333333,0.5,NA
NA,illinois,0.484615384615385,2020,0.5,0.255,0.875,0.51,0.5,NA
Democrat,california,0.246153846153846,2020,0,0.17,0.25,0.6733333333333333,0.5,NA
Democrat,west virginia,0.312307692307692,2020,0,0.33999999999999997,0.5,0.5666666666666667,0.5,NA
NA,indiana,0.459230769230769,2020,0.25,0.3175,0.5,0.9,0.5,NA
Democrat,florida,0.195384615384615,2020,0,0.255,0.25,0.34,0.25,NA
Republican,california,0.484615384615385,2020,0.5,0.4425,0.5,0.51,0.5,NA
Independent,maine,0.747692307692308,2020,1,0.38,0.75,0.9,0.25,NA
Democrat,kentucky,0.381538461538462,2020,0,0.33999999999999997,0.375,0.95,0.75,NA
Democrat,north carolina,0.163076923076923,2020,0,0.255,0.125,0.2833333333333333,0.5,NA
Republican,new jersey,NA,2020,NA,NA,NA,NA,0.5,NA
Republican,nebraska,0.58,2020,0.5,0.6275,0.75,0.51,0.25,NA
Independent,NA,0.608461538461538,2020,0.75,0.46499999999999997,0.25,0.85,0.5,NA
Republican,maryland,0.586923076923077,2020,0.5,0.545,0.875,0.5666666666666667,0.5,NA
NA,illinois,0.389230769230769,2020,0.25,0.38,0.25,0.68,0.5,NA
Democrat,NA,0.653846153846154,2020,0.75,0.6125,0.25,0.85,0.5,NA
NA,washington,NA,2020,NA,NA,NA,NA,0.5,NA
Republican,oklahoma,0.523846153846154,2020,0.5,0.36,0.75,0.6233333333333333,0.25,NA
Democrat,california,NA,2020,NA,NA,NA,NA,0.5,NA
Republican,maryland,0.434615384615385,2020,0.25,0.3175,0.5,0.7933333333333333,0.5,NA
Independent,california,0.273076923076923,2020,0,0.3175,0.375,0.51,0.5,NA
Independent,massachusetts,0.246923076923077,2020,0,0.3175,0.375,0.39666666666666667,0.5,NA
Independent,colorado,0.601538461538462,2020,0.5,0.6125,0.75,0.6233333333333333,0.25,NA
NA,wisconsin,0.555384615384615,2020,0.75,0.38,0.5,0.5666666666666667,0.5,NA
NA,south carolina,0.626153846153846,2020,1,0.38,0.375,0.6233333333333333,0.5,NA
NA,NA,0.651538461538462,2020,1,0.4225,0.625,0.51,0,NA
NA,missouri,0.209230769230769,2020,0,0.255,0,0.5666666666666667,0.5,NA
Democrat,new jersey,0.548461538461538,2020,0.5,0.42000000000000004,0.875,0.5666666666666667,0.75,1
Democrat,maryland,0.683846153846154,2020,1,0.4425,0.625,0.6233333333333333,0.5,NA
Democrat,florida,0.624615384615385,2020,0.75,0.565,0.25,0.7866666666666666,0.5,NA
NA,montana,0.673846153846154,2020,0.75,0.5025,0.375,1,0.75,NA
Democrat,west virginia,0.64,2020,0.5,0.7375,0.75,0.6233333333333333,0.5,NA
Republican,pennsylvania,0.697692307692308,2020,1,0.38,0.5,0.85,0.75,NA
NA,vermont,0.234615384615385,2020,0,0.255,0.25,0.51,1,NA
Independent,new york,0.407692307692308,2020,0.25,0.38,0.625,0.51,0.75,NA
NA,NA,0.356923076923077,2020,0.25,0.38,0.125,0.6233333333333334,0.5,NA
NA,texas,0.466923076923077,2020,0.25,0.4425,0.375,0.85,1,NA
Independent,maryland,0.419230769230769,2020,0.5,0.2925,0.375,0.51,0.25,NA
NA,alabama,0.548461538461538,2020,0.25,0.4425,1,0.7866666666666666,0,NA
NA,alabama,0.676153846153846,2020,1,0.625,0.125,0.68,0.5,NA
NA,NA,0.497692307692308,2020,0.5,0.3775,0.375,0.7366666666666667,1,NA
NA,washington,0.402307692307692,2020,0.25,0.425,0.5,0.51,0.5,NA
Republican,north carolina,0.612307692307692,2020,0.5,0.5875,0.625,0.7866666666666666,0.5,NA
NA,washington,0.253846153846154,2020,0,0.255,0.375,0.51,0.5,NA
Democrat,arizona,0.573846153846154,2020,0.5,0.5,0.625,0.7366666666666667,0.5,NA
Independent,oklahoma,0.53,2020,0.5,0.46499999999999997,0.75,0.51,0,NA
NA,NA,NA,2020,NA,NA,NA,NA,0.5,NA
Democrat,north carolina,0.498461538461538,2020,0.5,0.46499999999999997,0.375,0.6233333333333333,0.25,NA
NA,illinois,0.536153846153846,2020,0.5,0.4225,0.875,0.51,0,NA
Independent,arizona,0.670769230769231,2020,1,0.4225,0.75,0.51,0,NA
NA,wisconsin,0.619230769230769,2020,0.75,0.38,0.5,0.8433333333333334,0.5,1
Democrat,west virginia,0.587692307692308,2020,0.75,0.4425,0.5,0.6233333333333333,0.5,NA
NA,hawaii,0.594615384615385,2020,0.75,0.3175,0.625,0.7366666666666667,0.75,NA
NA,illinois,0.587692307692308,2020,0.75,0.44,0.25,0.7933333333333333,0.5,NA
Republican,pennsylvania,NA,2020,NA,NA,NA,NA,0.5,NA
Democrat,california,0.451538461538462,2020,0.25,0.255,0.5,0.95,0.5,NA
Republican,florida,0.743076923076923,2020,1,0.5075000000000001,0.625,0.7933333333333333,0.25,NA
Republican,kansas,0.663076923076923,2020,0.5,0.875,0.625,0.6233333333333333,0.25,NA
NA,NA,0.678461538461538,2020,0.75,0.7575000000000001,0.375,0.68,0.25,NA
NA,NA,NA,2020,NA,NA,NA,NA,0.5,NA
Democrat,nevada,NA,2020,NA,NA,NA,NA,1,NA
Democrat,florida,0.703846153846154,2020,1,0.46499999999999997,0.625,0.68,0.5,NA
NA,missouri,0.461538461538462,2020,0.25,0.425,0.375,0.85,0.5,NA
NA,mississippi,0.566923076923077,2020,0.5,0.44,0.625,0.7866666666666666,0.5,NA
Democrat,pennsylvania,0.273076923076923,2020,0,0.38,0.25,0.51,0.5,NA
NA,texas,0.556923076923077,2020,0.5,0.46499999999999997,0.5,0.7933333333333333,0.75,NA
Democrat,iowa,0.362307692307692,2020,0,0.46499999999999997,0,0.95,0.5,NA
Republican,arizona,0.697692307692308,2020,0.75,0.6125,0.875,0.6233333333333333,0.25,NA
Democrat,idaho,0.406923076923077,2020,0.5,0.40249999999999997,0.5,0.22666666666666668,0.5,NA
Independent,california,0.323846153846154,2020,0.25,0.33999999999999997,0.5,0.2833333333333333,0.25,NA
Republican,florida,0.631538461538461,2020,0.75,0.40249999999999997,0.375,0.95,0,NA
NA,texas,0.559230769230769,2020,0.25,0.63,0.375,1,0.5,NA
Independent,arkansas,NA,2020,NA,NA,NA,NA,0.5,NA
Democrat,washington dc,0.174615384615385,2020,0,0.38,0.375,0,0.5,NA
Democrat,new york,0.578461538461538,2020,0.75,0.255,0.25,1,0.75,NA
NA,texas,0.64,2020,0.75,0.38,0.625,0.85,0.25,NA
Democrat,new york,0.453076923076923,2020,0.5,0.34,0.5,0.51,0.75,NA
Independent,NA,NA,2020,NA,NA,NA,NA,0.75,NA
Independent,florida,0.548461538461538,2020,0.75,0.4625,0.375,0.51,0.5,NA
Democrat,north carolina,0.231538461538462,2020,0,0.1275,0.75,0.3333333333333333,0.5,NA
Republican,utah,0.543076923076923,2020,0.75,0.445,0.375,0.51,0.5,NA
NA,ohio,0.407692307692308,2020,0.25,0.4425,0.5,0.51,0.25,NA
Democrat,new york,0.39,2020,0.25,0.255,0.25,0.85,0.5,NA
Democrat,new york,0.313076923076923,2020,0,0.40249999999999997,0.125,0.7366666666666667,1,NA
NA,alabama,NA,2020,NA,NA,NA,NA,0.5,NA
NA,vermont,0.578461538461538,2020,0.5,0.255,0.75,1,0.5,NA
NA,tennessee,0.696153846153846,2020,0.75,0.63,1,0.51,0,NA
Democrat,california,0.499230769230769,2020,0.5,0.33999999999999997,0.375,0.7933333333333333,0.5,NA
NA,tennessee,0.616153846153846,2020,0.5,0.3775,0.75,1,0,NA
NA,georgia,0.458461538461538,2020,0,0.565,0.5,0.9,0.5,NA
Democrat,kansas,NA,2020,NA,NA,NA,NA,0.5,NA
Democrat,california,0.350769230769231,2020,0.25,0.275,0.125,0.7366666666666667,0,1
NA,texas,0.389230769230769,2020,0.25,0.38,0.25,0.68,0.5,NA
Democrat,iowa,0.471538461538462,2020,0.5,0.4625,0.375,0.51,0.5,NA
Republican,kansas,NA,2020,NA,NA,NA,NA,0.25,NA
NA,michigan,0.369230769230769,2020,0.25,0.3375,0.375,0.5666666666666667,0.75,NA
NA,michigan,0.620769230769231,2020,0.75,0.46499999999999997,0.5,0.7366666666666667,0.5,1
NA,texas,0.721538461538462,2020,1,0.5025,0.75,0.6233333333333333,0.5,NA
NA,NA,0.189230769230769,2020,0,0.3825,0.125,0.22666666666666668,0.75,NA
NA,missouri,0.362307692307692,2020,0.5,0.255,0.25,0.39666666666666667,0.25,NA
NA,NA,0.292307692307692,2020,0,0.38,0.375,0.51,0.25,NA
NA,NA,0.747692307692308,2020,1,0.69,0.375,0.7366666666666667,0.25,NA
NA,illinois,0.613846153846154,2020,1,0.425,0.375,0.51,0.5,NA
NA,texas,0.497692307692308,2020,0.25,0.565,0.5,0.7366666666666667,0.75,NA
NA,wisconsin,0.830769230769231,2020,1,0.775,1,0.5666666666666667,0.5,NA
Republican,new jersey,0.863076923076923,2020,1,0.8375,1,0.6233333333333333,0.5,NA
Democrat,oklahoma,0.561538461538462,2020,0.75,0.3175,0.75,0.51,0.5,NA
NA,NA,NA,2020,NA,NA,NA,NA,0.5,NA
Republican,florida,0.413076923076923,2020,0,0.565,0.375,0.7866666666666666,0.75,NA
Independent,florida,0.568461538461538,2020,0.75,0.46499999999999997,0.5,0.51,0.5,NA
Democrat,massachusetts,0.543846153846154,2020,0.75,0.255,0.25,0.85,0.5,NA
NA,illinois,0.51,2020,0.5,0.4425,0.25,0.7866666666666666,0.75,NA
Independent,connecticut,0.586923076923077,2020,0.5,0.5875,0.875,0.51,1,NA
Independent,oklahoma,NA,2020,NA,NA,NA,NA,0.5,NA
NA,minnesota,0.406923076923077,2020,0.5,0.4625,0.125,0.39666666666666667,0,NA
Republican,florida,NA,2020,NA,NA,NA,NA,0.75,NA
NA,illinois,0.491538461538462,2020,0.5,0.40249999999999997,0.625,0.51,0.25,NA
NA,indiana,0.676923076923077,2020,1,0.505,0.625,0.51,0.5,NA
Democrat,new york,0.195384615384615,2020,0,0.255,0.25,0.34,0.5,NA
NA,missouri,0.671538461538462,2020,1,0.46499999999999997,0.5,0.6233333333333333,0.5,NA
NA,NA,0.671538461538462,2020,1,0.38,0.5,0.7366666666666667,0.5,NA
NA,south carolina,0.395384615384615,2020,0.25,0.40249999999999997,0.5,0.51,0,NA
NA,missouri,0.815384615384615,2020,1,0.5875,0.625,1,0.5,NA
Republican,pennsylvania,0.600769230769231,2020,0.5,0.5875,0.625,0.7366666666666667,0.5,NA
NA,NA,0.253076923076923,2020,0,0.44,0,0.51,0.5,NA
Independent,florida,0.374615384615385,2020,0.5,0.485,0.125,0.22666666666666668,0.5,NA
NA,NA,0.67,2020,0.5,0.6925,0.875,0.73,0.5,NA
Democrat,maryland,0.683076923076923,2020,1,0.59,0.25,0.6733333333333333,0.75,NA
NA,south carolina,0.44,2020,0.25,0.38,0.25,0.9,0.5,NA
NA,indiana,0.573846153846154,2020,0.75,0.4425,0.75,0.39666666666666667,0.5,NA
Democrat,florida,0.246923076923077,2020,0,0.255,0.5,0.39666666666666667,0.5,NA
NA,tennessee,0.215384615384615,2020,0,0.255,0.125,0.51,0.75,NA
Independent,utah,0.615384615384615,2020,0.5,0.55,0.625,0.85,0.75,NA
NA,mississippi,0.784615384615385,2020,0.75,0.65,0.875,0.95,0.25,NA
Independent,pennsylvania,NA,2020,NA,NA,NA,NA,0.5,NA
NA,virginia,0.344615384615385,2020,0.25,0.17,0.125,0.85,0.5,NA
NA,texas,0.578461538461538,2020,0.5,0.38,0.5,1,0,NA
NA,michigan,0.657692307692308,2020,0.75,0.63,0.75,0.51,0.5,NA
Democrat,california,0.388461538461538,2020,0.5,0.3175,0.125,0.51,0.5,NA
Republican,florida,0.670769230769231,2020,0.5,0.63,0.75,0.9,0,NA
Republican,utah,0.696923076923077,2020,0.5,0.715,0.75,0.9,0.5,NA
Republican,new york,0.432307692307692,2020,0,0.75,0.375,0.6233333333333333,0.5,NA
NA,NA,NA,2020,NA,NA,NA,NA,0.5,NA
Republican,new mexico,0.67,2020,0.5,0.675,0.75,0.8366666666666667,0.5,NA
Democrat,new york,0.265384615384615,2020,0,0.4625,0.375,0.2833333333333333,0.75,NA
NA,missouri,0.524615384615385,2020,0.25,0.46499999999999997,0.875,0.7366666666666667,0.75,NA
Republican,pennsylvania,0.613076923076923,2020,0.5,0.6925,0.75,0.5666666666666667,0.25,NA
Republican,california,NA,2020,NA,NA,NA,NA,1,NA
NA,wisconsin,0.568461538461538,2020,0.75,0.33999999999999997,0.75,0.51,0.5,NA
NA,NA,0.382307692307692,2020,0.25,0.3175,0.5,0.5666666666666667,0.75,NA
NA,texas,0.536153846153846,2020,0.25,0.5875,0.875,0.6233333333333333,0.5,NA
NA,tennessee,0.561538461538462,2020,1,0.3175,0.25,0.51,0.5,NA
NA,mississippi,0.746153846153846,2020,0.75,0.55,0.75,1,0.5,NA
Democrat,new york,0.24,2020,0,0.255,0.625,0.2833333333333333,0.25,NA
NA,minnesota,0.343846153846154,2020,0,0.36,0.75,0.51,0.75,NA
Republican,colorado,0.733076923076923,2020,0.75,0.445,0.875,1,0,NA
Independent,NA,0.587692307692308,2020,0.75,0.46499999999999997,0.625,0.51,0.5,NA
NA,missouri,0.46,2020,0.25,0.4225,0.625,0.68,0.75,NA
Republican,california,0.573333333333333,2020,0.5,0.5033333333333333,0.75,0.6233333333333333,0,1
NA,tennessee,0.587692307692308,2020,0.75,0.40249999999999997,0.75,0.51,0.5,NA
NA,illinois,0.823076923076923,2020,1,0.55,0.75,1,0.5,NA
Republican,west virginia,0.421538461538462,2020,0.25,0.3175,0.5,0.7366666666666667,0.5,NA
Independent,new jersey,0.613846153846154,2020,1,0.425,0.375,0.51,0.5,0
Republican,north carolina,0.318461538461538,2020,0,0.46499999999999997,0.375,0.51,0.5,NA
Democrat,massachusetts,0.646923076923077,2020,0.75,0.40249999999999997,0.625,0.85,0.5,NA
NA,texas,0.356923076923077,2020,0,0.38,0.625,0.6233333333333334,0.5,NA
Democrat,pennsylvania,0.42,2020,0.5,0.2525,0.375,0.5666666666666667,1,NA
Democrat,kansas,0.130769230769231,2020,0,0.1275,0,0.39666666666666667,1,NA
Democrat,maryland,0.206923076923077,2020,0.25,0.1275,0.25,0.22666666666666668,0.5,NA
NA,mississippi,0.501538461538461,2020,0.5,0.255,0.25,1,0.5,NA
Democrat,NA,0.182307692307692,2020,0,0.3175,0.125,0.2833333333333333,0.5,NA
NA,hawaii,0.484615384615385,2020,0.5,0.505,0.375,0.51,0.5,NA
Republican,florida,NA,2020,NA,NA,NA,NA,0.25,NA
NA,michigan,0.677692307692308,2020,0.75,0.5875,0.625,0.7366666666666667,0.75,NA
Democrat,new hampshire,0.273076923076923,2020,0,0.38,0.25,0.51,1,NA
Republican,idaho,0.632307692307692,2020,0.75,0.505,0.75,0.5666666666666667,0.75,NA
Republican,new jersey,0.538461538461538,2020,0.25,0.55,0.625,0.85,0.75,NA
NA,michigan,0.586923076923077,2020,0.75,0.505,0.625,0.4533333333333333,0.5,NA
Democrat,kentucky,NA,2020,NA,NA,NA,NA,0.5,NA
NA,NA,NA,2020,NA,NA,NA,NA,0.25,NA
Democrat,kansas,0.556153846153846,2020,0.5,0.46499999999999997,0.75,0.6233333333333333,0.5,NA
NA,virginia,0.293076923076923,2020,0,0.40249999999999997,0.25,0.5666666666666667,0.75,NA
Independent,florida,NA,2020,NA,NA,NA,NA,0.5,NA
NA,NA,0.405384615384615,2020,0,0.5025,0.375,0.8366666666666667,0.5,NA
NA,minnesota,0.247692307692308,2020,0,0.2975,0.25,0.51,0.5,NA
Democrat,new york,0.767692307692308,2020,1,0.545,0.625,0.85,0.5,NA
Independent,connecticut,NA,2020,NA,NA,NA,NA,0.5,NA
NA,illinois,0.323076923076923,2020,0.25,0.4625,0.25,0.2833333333333333,0.75,NA
Independent,NA,0.35,2020,0,0.505,0.5,0.51,0.25,NA
Independent,new york,0.815384615384615,2020,0.75,0.875,0.625,0.95,0.25,NA
Republican,florida,0.440769230769231,2020,0.25,0.38,0.5,0.7366666666666667,0.5,NA
NA,wisconsin,0.459230769230769,2020,0,0.63,0.375,0.9,0.75,NA
NA,texas,0.496923076923077,2020,0.75,0.3775,0.125,0.5666666666666667,0.5,NA
Independent,new york,0.304615384615385,2020,0,0.3775,0.375,0.5666666666666667,0.5,NA
Republican,new york,0.440769230769231,2020,0.25,0.38,0.5,0.7366666666666667,0,NA
NA,NA,0.374615384615385,2020,0.25,0.275,0.375,0.6733333333333333,0.5,NA
Democrat,california,0.394615384615385,2020,0,0.7125,0.375,0.51,0.75,NA
NA,michigan,NA,2020,NA,NA,NA,NA,0,NA
Democrat,california,0.769230769230769,2020,1,0.375,0.75,1,1,1
NA,illinois,0.194615384615385,2020,0.25,0.255,0,0.17,0.5,NA
NA,NA,NA,2020,NA,NA,NA,NA,0.5,NA
Republican,maryland,NA,2020,NA,NA,NA,NA,0,NA
NA,virginia,0.524615384615385,2020,0.5,0.46499999999999997,0.375,0.7366666666666667,0.5,NA
Independent,connecticut,0.208461538461538,2020,0,0.255,0.25,0.39666666666666667,0.75,NA
NA,tennessee,NA,2020,NA,NA,NA,NA,0.5,NA
Independent,california,0.376153846153846,2020,0,0.46499999999999997,0.75,0.51,0.5,NA
Independent,florida,0.582307692307692,2020,0.5,0.38,0.75,0.85,0.75,NA
NA,texas,0.692307692307692,2020,0.75,0.4875,0.75,0.85,0.75,NA
NA,alabama,0.356923076923077,2020,0,0.38,0.625,0.6233333333333333,0.5,NA
NA,tennessee,0.729230769230769,2020,1,0.505,0.625,0.7366666666666667,0.25,NA
Independent,oregon,0.299230769230769,2020,0,0.46499999999999997,0.25,0.51,0.75,NA
NA,ohio,0.6,2020,0.5,0.5675,1,0.51,0.5,NA
Democrat,florida,0.55,2020,0.5,0.4225,0.625,0.7366666666666667,0.5,NA
Democrat,new york,0.511538461538461,2020,0.5,0.46499999999999997,0.375,0.68,0.5,NA
NA,georgia,NA,2020,NA,NA,NA,NA,0.25,NA
Republican,california,0.426923076923077,2020,0.25,0.3175,0.375,0.8433333333333334,0.25,NA
NA,tennessee,0.459230769230769,2020,0.25,0.5475,0.625,0.51,0.25,NA
Democrat,nevada,0.222307692307692,2020,0,0.255,0,0.6233333333333333,0.5,NA
NA,illinois,0.253333333333333,2020,0,0.255,0.5,0.51,0.5,NA
Democrat,new york,0.724444444444444,2020,0.75,0.51,0.75,1,0.5,NA
Republican,new mexico,0.376153846153846,2020,0,0.38,0.75,0.6233333333333333,0.5,NA
Republican,kansas,NA,2020,NA,NA,NA,NA,0.5,NA
Democrat,north carolina,0.659230769230769,2020,0.75,0.5275,0.625,0.7366666666666667,0.5,NA
Democrat,new jersey,0.671538461538462,2020,0.75,0.505,0.75,0.7366666666666667,0.25,NA
NA,texas,0.624615384615385,2020,0.25,0.6925,0.75,0.95,1,NA
NA,indiana,0.386153846153846,2020,0,0.2925,0.5,0.95,0.5,NA
NA,michigan,0.503846153846154,2020,0.5,0.505,0.5,0.51,0.25,NA
Democrat,nevada,0.683846153846154,2020,1,0.505,0.5,0.6233333333333333,1,NA
NA,illinois,NA,2020,NA,NA,NA,NA,0.5,NA
Democrat,new york,NA,2020,NA,NA,NA,NA,0.75,NA
NA,tennessee,0.493076923076923,2020,0.25,0.59,0.25,0.85,0.5,NA
NA,south carolina,0.761538461538461,2020,1,0.4875,0.625,0.9,0.75,NA
Independent,oregon,0.435384615384615,2020,0,0.40249999999999997,0.75,0.85,0.5,NA
Democrat,california,0.593076923076923,2020,1,0.545,0,0.51,1,NA
NA,ohio,0.298461538461538,2020,0,0.255,0.75,0.45333333333333337,0,NA
Democrat,florida,0.407692307692308,2020,0.25,0.38,0.625,0.51,0.75,NA
NA,south carolina,NA,2020,NA,NA,NA,NA,0.5,NA
Independent,washington dc,0.523846153846154,2020,0.5,0.255,0.875,0.68,0.5,NA
Democrat,california,0.415384615384615,2020,0.25,0.445,0.375,0.6233333333333334,0.5,NA
NA,texas,0.53,2020,0.5,0.55,0.75,0.39666666666666667,1,NA
Independent,california,0.733076923076923,2020,1,0.38,0.75,0.8366666666666667,0.5,NA
Democrat,california,0.413846153846154,2020,0.25,0.44,0.375,0.6233333333333333,1,NA
Republican,maryland,0.600769230769231,2020,0.75,0.275,0.75,0.7366666666666667,0.75,NA
NA,ohio,0.542307692307692,2020,0.75,0.3175,0.625,0.51,0.75,NA
NA,NA,NA,2020,NA,NA,NA,NA,0.5,NA
Democrat,california,0.503076923076923,2020,0.75,0.44,0.125,0.51,0.5,NA
NA,texas,0.375384615384615,2020,0,0.38,0.5,0.7866666666666666,0.25,NA
Democrat,oklahoma,NA,2020,NA,NA,NA,NA,0.5,NA
NA,minnesota,0.696153846153846,2020,1,0.5675,0.625,0.51,0.5,NA
NA,NA,0.666153846153846,2020,0.75,0.5275,0.5,0.85,0.5,NA
Democrat,california,0.176153846153846,2020,0,0.255,0.125,0.34,0.5,NA
NA,georgia,0.793076923076923,2020,1,0.6525,0.5,0.9,0,NA
NA,ohio,0.498461538461538,2020,0.25,0.46499999999999997,0.875,0.6233333333333333,0.25,NA
NA,south carolina,0.362307692307692,2020,0.25,0.3175,0.625,0.39666666666666667,0.5,NA
NA,texas,0.686923076923077,2020,0.75,0.6875,0.25,0.8933333333333333,0.25,NA
Independent,NA,0.312307692307692,2020,0,0.2975,0.5,0.6233333333333333,0.5,NA
Republican,utah,0.543076923076923,2020,0.5,0.545,0.25,0.7933333333333333,0.5,NA
NA,georgia,0.666153846153846,2020,0.75,0.55,0.625,0.7366666666666667,0.75,NA
Democrat,new jersey,0.598461538461538,2020,1,0.38,0.875,0.17,0.5,NA
Republican,south dakota,0.713076923076923,2020,0.75,0.38,0.875,1,0.5,NA
NA,indiana,0.733846153846154,2020,0.75,0.5275,0.875,0.8933333333333333,0.25,NA
NA,illinois,0.383846153846154,2020,0,0.2975,0.625,0.85,0.75,NA
Democrat,california,0.311538461538462,2020,0,0.38,0.5,0.51,0.5,NA
Independent,kentucky,NA,2020,NA,NA,NA,NA,0.75,NA
NA,minnesota,NA,2020,NA,NA,NA,NA,0.25,NA
NA,NA,NA,2020,NA,NA,NA,NA,0.75,NA
NA,texas,0.644615384615385,2020,0.75,0.4625,1,0.51,0.75,NA
NA,minnesota,0.509230769230769,2020,0.5,0.5675,0.75,0.2833333333333333,0.75,NA
Independent,california,0.619230769230769,2020,0.75,0.505,0.75,0.51,0.5,NA
NA,NA,NA,2020,NA,NA,NA,NA,0.5,NA
Republican,arizona,0.470769230769231,2020,0.25,0.255,0.625,0.95,0.75,NA
NA,NA,0.44,2020,0.25,0.3775,0.5,0.7366666666666667,0.5,NA
NA,NA,NA,2020,NA,NA,NA,NA,0.5,NA
NA,virginia,0.669230769230769,2020,0.5,0.5875,0.75,0.95,0,0
Republican,kentucky,0.683076923076923,2020,0.75,0.5625,0.625,0.7933333333333333,1,NA
Republican,utah,0.37,2020,0.25,0.3175,0.25,0.68,0,NA
NA,tennessee,0.399090909090909,2020,0,0.5366666666666666,0.625,0.51,0.25,NA
NA,NA,NA,2020,NA,NA,NA,NA,1,NA
NA,NA,0.711538461538462,2020,1,0.55,0.25,0.85,0.25,NA
NA,illinois,0.574615384615385,2020,0.25,0.675,0.875,0.6733333333333333,0.5,NA
Republican,florida,0.748461538461539,2020,1,0.46499999999999997,1,0.6233333333333333,0.75,0
NA,texas,0.626923076923077,2020,0.75,0.61,0.25,0.7366666666666667,0.5,NA
Democrat,california,0.309230769230769,2020,0,0.255,0,1,0.5,NA
NA,washington,0.464615384615385,2020,0.25,0.2975,0.5,0.95,0.5,NA
Republican,florida,0.662307692307692,2020,1,0.48,0.75,0.39666666666666667,1,NA
NA,texas,0.588461538461538,2020,0.5,0.7375,0.5,0.5666666666666667,0.75,NA
Independent,north carolina,0.589230769230769,2020,0.5,0.59,0.375,0.85,0.5,NA
NA,missouri,0.613846153846154,2020,0.5,0.6525,0.75,0.6233333333333333,1,1
NA,hawaii,0.587692307692308,2020,0.75,0.5675,0.25,0.6233333333333333,0.75,NA
Independent,colorado,0.611538461538462,2020,0.25,0.625,0.875,0.9,0.75,NA
NA,illinois,0.208461538461538,2020,0,0.255,0.25,0.39666666666666667,0.5,NA
