state,party,finance.better,child.indep,child.curio,child.obed,child.consid,year,Religion,President
34,3,3,5,1,5,1,2000,NA,Al Gore
5,3,3,5,5,1,5,2000,Protestant,George W. Bush
45,1,NA,5,5,1,5,2000,NA,Al Gore
41,1,2,1,1,5,5,2000,NA,Al Gore
6,3,NA,5,5,1,1,2000,NA,Al Gore
48,3,NA,NA,NA,NA,NA,2000,NA,NA
48,2,3,5,1,1,1,2000,Protestant,George W. Bush
49,1,3,5,1,1,1,2000,NA,NA
9,3,4,5,1,1,1,2000,NA,George W. Bush
9,3,NA,5,1,5,5,2000,NA,Al Gore
9,3,3,5,5,1,1,2000,NA,NA
5,3,3,5,5,5,5,2000,NA,George W. Bush
36,1,NA,1,1,5,1,2000,NA,Al Gore
25,1,NA,NA,NA,NA,NA,2000,NA,NA
34,1,NA,5,3,1,3,2000,NA,Al Gore
5,1,NA,5,5,3,3,2000,NA,NA
5,1,3,5,5,1,3,2000,NA,Al Gore
42,3,NA,NA,NA,NA,NA,2000,NA,NA
6,1,4,5,5,1,5,2000,Protestant,Al Gore
17,5,NA,3,3,3,3,2000,NA,George W. Bush
37,1,NA,1,1,5,5,2000,NA,Al Gore
55,1,NA,5,5,5,1,2000,NA,Al Gore
42,5,NA,3,3,3,5,2000,Protestant,NA
53,1,NA,NA,NA,NA,NA,2000,NA,NA
17,5,2,1,1,5,1,2000,NA,Al Gore
17,4,3,3,3,3,3,2000,NA,Ralph Nader
56,2,5,5,5,1,1,2000,NA,Al Gore
16,2,4,1,1,5,1,2000,NA,George W. Bush
53,1,NA,1,5,5,1,2000,NA,Al Gore
13,3,NA,NA,NA,NA,NA,2000,NA,NA
24,2,3,3,5,1,3,2000,Catholic,George W. Bush
17,1,3,5,1,3,1,2000,NA,Al Gore
17,1,NA,NA,NA,NA,NA,2000,NA,NA
49,3,NA,3,5,5,3,2000,Other Religion,NA
49,1,2,5,5,1,1,2000,Protestant,Al Gore
49,1,4,5,5,1,5,2000,NA,NA
17,1,2,3,3,1,1,2000,NA,Al Gore
34,2,NA,5,5,5,3,2000,NA,Al Gore
8,3,NA,5,1,1,1,2000,Protestant,NA
17,1,NA,5,1,5,5,2000,Protestant,Al Gore
17,1,NA,5,5,1,5,2000,Other Religion,Al Gore
55,1,3,1,1,5,5,2000,NA,Al Gore
13,1,2,1,5,5,1,2000,NA,Al Gore
53,3,NA,NA,NA,NA,NA,2000,NA,NA
39,2,2,5,1,1,1,2000,NA,George W. Bush
12,2,3,5,1,5,1,2000,NA,George W. Bush
42,2,NA,1,5,1,5,2000,Protestant,NA
12,2,3,5,1,1,1,2000,NA,George W. Bush
42,1,2,5,5,1,5,2000,NA,George W. Bush
37,2,NA,5,5,1,1,2000,NA,NA
39,5,NA,5,5,1,5,2000,NA,NA
48,1,NA,NA,NA,NA,NA,2000,NA,NA
36,5,2,5,5,5,1,2000,NA,Al Gore
26,5,3,5,5,1,1,2000,NA,George W. Bush
6,3,2,5,5,1,5,2000,NA,Al Gore
36,3,NA,1,1,5,1,2000,NA,Al Gore
33,1,NA,NA,NA,NA,NA,2000,NA,NA
34,3,2,3,3,3,1,2000,NA,Al Gore
24,1,3,5,5,5,1,2000,NA,Al Gore
24,1,3,5,1,5,1,2000,NA,Al Gore
24,1,4,5,1,5,1,2000,Jewish,Al Gore
24,1,NA,3,3,5,3,2000,NA,Al Gore
24,1,NA,5,1,1,1,2000,NA,Al Gore
49,1,3,5,3,5,1,2000,NA,Al Gore
27,1,NA,5,1,1,1,2000,Protestant,Al Gore
27,5,3,3,3,3,3,2000,NA,Al Gore
36,1,NA,NA,NA,NA,NA,2000,NA,NA
37,2,3,5,5,1,5,2000,NA,NA
42,2,NA,3,5,1,5,2000,Protestant,NA
48,5,NA,1,3,1,1,2000,NA,George W. Bush
48,3,NA,5,5,1,5,2000,NA,George W. Bush
24,1,NA,5,5,1,3,2000,NA,Al Gore
24,3,NA,5,1,1,1,2000,NA,NA
36,3,2,1,1,5,1,2000,NA,Al Gore
24,1,NA,NA,NA,NA,NA,2000,NA,NA
30,3,NA,5,3,1,3,2000,Protestant,Al Gore
51,3,2,5,5,1,5,2000,NA,NA
25,3,NA,1,1,5,1,2000,NA,Al Gore
33,3,2,5,1,1,1,2000,NA,George W. Bush
6,1,3,5,5,1,5,2000,NA,Al Gore
6,2,NA,5,1,5,1,2000,Catholic,George W. Bush
6,2,NA,5,5,1,3,2000,NA,George W. Bush
6,1,2,5,5,1,1,2000,NA,Al Gore
36,2,NA,5,5,1,3,2000,Other Religion,George W. Bush
20,2,3,5,3,3,3,2000,NA,George W. Bush
18,2,NA,5,3,3,3,2000,NA,George W. Bush
38,3,NA,5,1,1,1,2000,NA,George W. Bush
6,1,NA,NA,NA,NA,NA,2000,NA,NA
6,2,3,5,5,5,1,2000,NA,George W. Bush
6,1,3,5,5,5,1,2000,NA,Al Gore
48,NA,NA,NA,NA,NA,NA,2000,NA,NA
48,2,5,5,1,1,1,2000,Protestant,NA
48,3,NA,NA,NA,NA,NA,2000,Catholic,NA
48,3,NA,NA,NA,NA,NA,2000,NA,NA
48,1,NA,1,1,5,1,2000,NA,Al Gore
1,5,NA,NA,NA,NA,NA,2000,Protestant,NA
13,3,3,5,5,5,1,2000,NA,NA
1,3,NA,5,5,1,1,2000,Protestant,NA
13,1,NA,NA,NA,NA,NA,2000,NA,NA
21,1,2,3,3,3,3,2000,NA,Al Gore
21,1,3,5,5,1,5,2000,Other Religion,NA
26,2,NA,5,1,5,3,2000,NA,George W. Bush
47,3,NA,1,1,1,5,2000,NA,NA
51,1,NA,NA,NA,NA,NA,2000,Catholic,NA
6,5,NA,5,3,1,3,2000,NA,Al Gore
53,3,NA,3,1,5,1,2000,NA,Harry Brown
33,2,3,1,5,1,5,2000,NA,NA
6,1,NA,5,5,5,5,2000,Other Religion,Al Gore
13,2,3,5,1,1,1,2000,NA,Al Gore
47,2,NA,5,5,5,1,2000,NA,George W. Bush
36,1,NA,1,5,5,1,2000,NA,Al Gore
41,3,3,5,5,1,5,2000,NA,NA
21,3,2,5,5,1,5,2000,NA,NA
20,1,NA,5,5,1,3,2000,NA,NA
18,5,3,5,5,1,5,2000,NA,NA
48,1,NA,NA,NA,NA,NA,2000,NA,NA
13,3,NA,5,1,5,1,2000,NA,George W. Bush
25,2,NA,NA,NA,NA,NA,2000,NA,NA
33,1,3,5,1,1,5,2000,NA,Al Gore
29,1,NA,NA,NA,NA,NA,2000,NA,NA
1,2,NA,1,5,5,1,2000,NA,George W. Bush
54,3,NA,5,5,5,1,2000,NA,George W. Bush
47,3,NA,5,1,5,1,2000,NA,Al Gore
12,1,NA,3,5,1,3,2000,NA,NA
12,1,2,3,3,3,3,2000,NA,NA
37,1,NA,NA,NA,NA,NA,2000,Protestant,NA
17,1,3,5,5,1,1,2000,NA,Al Gore
25,3,NA,NA,NA,NA,NA,2000,NA,NA
6,1,NA,3,3,3,3,2000,NA,Al Gore
24,1,NA,NA,NA,NA,NA,2000,Protestant,NA
48,3,3,5,5,1,1,2000,NA,NA
37,2,NA,NA,NA,NA,NA,2000,NA,NA
49,1,2,3,3,3,3,2000,NA,NA
51,5,NA,NA,NA,NA,NA,2000,NA,NA
5,1,NA,5,5,1,1,2000,NA,George W. Bush
5,5,NA,5,3,5,3,2000,NA,NA
53,3,4,5,1,1,1,2000,Protestant,Al Gore
53,3,NA,5,5,5,1,2000,NA,Ralph Nader
27,1,3,3,3,3,3,2000,NA,Al Gore
27,2,3,5,5,1,1,2000,NA,George W. Bush
25,1,NA,3,1,5,1,2000,NA,Al Gore
9,3,3,5,1,1,1,2000,NA,Al Gore
13,2,NA,NA,NA,NA,NA,2000,NA,NA
37,2,3,5,5,1,1,2000,Other Religion,George W. Bush
6,2,NA,1,5,1,1,2000,NA,Al Gore
51,1,NA,5,1,1,1,2000,NA,Al Gore
51,3,3,1,1,5,1,2000,NA,Al Gore
53,3,2,5,5,1,5,2000,NA,NA
16,5,NA,5,1,3,1,2000,NA,NA
39,3,4,5,1,1,1,2000,NA,NA
48,1,NA,NA,NA,NA,NA,2000,NA,NA
4,3,1,3,1,5,1,2000,NA,Al Gore
6,2,NA,5,5,1,1,2000,NA,George W. Bush
34,1,NA,5,5,5,5,2000,NA,Al Gore
34,1,NA,NA,NA,NA,NA,2000,NA,NA
4,NA,NA,5,5,1,1,2000,NA,Al Gore
6,5,NA,5,5,1,1,2000,NA,George W. Bush
6,1,NA,5,5,1,1,2000,NA,Al Gore
41,2,1,5,5,1,1,2000,NA,George W. Bush
4,1,NA,NA,NA,NA,NA,2000,NA,NA
34,2,3,3,3,1,3,2000,NA,George W. Bush
34,3,NA,3,3,5,3,2000,NA,Al Gore
34,3,2,3,3,5,3,2000,NA,Al Gore
34,3,2,3,3,3,3,2000,NA,Al Gore
34,1,NA,3,3,3,3,2000,NA,Al Gore
34,1,NA,3,3,5,3,2000,NA,NA
34,1,NA,3,3,3,3,2000,NA,George W. Bush
36,1,NA,5,5,1,1,2000,NA,Al Gore
36,2,NA,NA,NA,NA,NA,2000,NA,NA
17,1,3,5,5,3,3,2000,NA,Al Gore
33,3,NA,NA,NA,NA,NA,2000,NA,NA
25,2,3,5,5,1,5,2000,NA,George W. Bush
1,2,3,5,5,1,3,2000,NA,George W. Bush
8,1,NA,5,1,1,1,2000,NA,Al Gore
49,2,4,5,1,1,1,2000,NA,George W. Bush
48,3,NA,5,5,5,5,2000,Catholic,George W. Bush
6,2,NA,NA,NA,NA,NA,2000,NA,NA
36,NA,NA,NA,NA,NA,NA,2000,NA,NA
55,5,NA,3,3,3,3,2000,NA,NA
24,NA,3,1,5,1,1,2000,NA,George W. Bush
44,2,3,5,5,1,5,2000,NA,NA
48,2,3,5,5,1,1,2000,NA,George W. Bush
55,3,NA,3,3,5,1,2000,NA,Ralph Nader
29,1,2,3,5,3,3,2000,NA,George W. Bush
12,2,NA,NA,NA,NA,NA,2000,NA,NA
55,3,NA,3,3,3,3,2000,NA,Al Gore
6,3,NA,NA,NA,NA,NA,2000,NA,NA
26,3,2,5,5,5,1,2000,NA,Al Gore
26,2,2,5,5,1,1,2000,NA,George W. Bush
26,1,NA,5,1,1,5,2000,Protestant,Al Gore
26,2,NA,NA,NA,NA,NA,2000,NA,NA
39,2,1,5,1,5,1,2000,NA,George W. Bush
39,1,NA,NA,NA,NA,NA,2000,NA,NA
36,1,2,5,5,3,1,2000,NA,George W. Bush
36,2,NA,5,5,1,1,2000,NA,NA
36,1,NA,3,3,3,5,2000,NA,NA
36,1,NA,NA,NA,NA,NA,2000,NA,NA
22,5,NA,5,5,1,5,2000,NA,George W. Bush
22,5,NA,5,5,1,5,2000,NA,NA
22,1,5,5,5,1,5,2000,NA,NA
22,2,NA,5,1,1,1,2000,NA,George W. Bush
22,2,NA,5,5,1,5,2000,NA,NA
22,3,4,5,5,1,5,2000,NA,NA
22,2,NA,5,5,1,5,2000,NA,George W. Bush
22,1,NA,5,5,1,5,2000,NA,NA
22,2,NA,5,5,1,3,2000,NA,George W. Bush
22,3,1,5,5,1,5,2000,NA,George W. Bush
22,2,NA,5,5,1,1,2000,NA,George W. Bush
22,2,3,5,5,1,5,2000,NA,George W. Bush
6,3,1,1,1,5,1,2000,NA,NA
26,5,NA,3,1,5,1,2000,NA,George W. Bush
33,3,3,3,3,1,3,2000,NA,George W. Bush
6,3,3,5,5,5,1,2000,Jewish,Al Gore
25,1,NA,NA,NA,NA,NA,2000,Catholic,NA
48,1,NA,1,1,1,5,2000,NA,Al Gore
48,1,NA,NA,NA,NA,NA,2000,NA,NA
6,1,NA,1,1,5,5,2000,Other Religion,Al Gore
39,2,4,3,3,3,3,2000,NA,George W. Bush
11,1,4,1,1,5,1,2000,NA,Al Gore
55,5,NA,5,5,5,1,2000,Other Religion,Al Gore
55,3,NA,5,5,5,1,2000,NA,Al Gore
55,3,NA,5,1,5,1,2000,NA,Ralph Nader
12,3,3,3,3,3,3,2000,NA,Al Gore
47,2,2,5,5,5,1,2000,Protestant,George W. Bush
6,3,1,3,1,1,3,2000,NA,NA
6,3,NA,5,5,5,1,2000,NA,NA
6,3,NA,NA,NA,NA,NA,2000,NA,NA
36,1,NA,5,5,1,3,2000,Catholic,Al Gore
36,1,NA,3,3,3,3,2000,NA,NA
48,2,NA,NA,NA,NA,NA,2000,NA,NA
48,1,NA,5,5,1,5,2000,NA,Al Gore
36,1,NA,5,1,5,1,2000,Catholic,Al Gore
36,2,NA,5,5,5,1,2000,NA,George W. Bush
36,3,3,5,1,5,1,2000,NA,Ralph Nader
36,2,NA,5,5,1,1,2000,NA,George W. Bush
36,3,1,5,5,1,1,2000,NA,NA
47,3,NA,5,1,5,1,2000,NA,Al Gore
47,5,NA,5,5,1,3,2000,NA,NA
47,1,NA,3,5,1,3,2000,NA,NA
47,5,1,5,1,5,1,2000,NA,NA
18,2,NA,NA,NA,NA,NA,2000,NA,NA
18,2,NA,5,5,1,1,2000,NA,George W. Bush
55,2,NA,3,5,5,5,2000,Catholic,George W. Bush
39,3,NA,NA,NA,NA,NA,2000,NA,NA
12,3,3,5,5,1,5,2000,Catholic,Al Gore
24,1,NA,5,5,1,3,2000,NA,Al Gore
29,1,NA,5,5,1,3,2000,Catholic,NA
39,1,NA,5,5,1,5,2000,NA,Al Gore
48,1,3,5,5,1,1,2000,Protestant,NA
25,1,NA,NA,NA,NA,NA,2000,NA,NA
